id_solicitacao,data_solicitacao,cpf_cliente,produto,valor_solicitado,status,canal_entrada,cidade,analista_responsavel
642,2025-01-04,84573371711,Cartao,10160.0,Pendente,Agencia,Campinas,Julia
643,05/02/2025,76997855998,Financiamento,18649.0,Pendente,Web,Curitiba,Lucas
644,2025/02/08,56337858834,Financiamento,,Pendente,Web,Salvador,Fernanda
645,09/02/2025,52773744677,Cartao,,Negado,App,Belo Horizonte,Carlos
646,26/02/2025,71761947729,Financiamento,,Negado,Web,Curitiba,Carlos
647,2025/01/28,78293537388,Financiamento,,Pendente,App,Recife,Fernanda
648,08/02/2025,22246819767,Emprestimo,19442.0,Aprovado,Web,Goiania,Lucas
649,2025/01/02,98237649169,Emprestimo,,Negado,Web,Goiania,Ana
650,23/02/2025,12343388002,Emprestimo,39995.0,Aprovado,App,Fortaleza,Lucas
651,2025/01/23,21911941580,Cartao,51808.0,Aprovado,Agencia,Fortaleza,Julia
652,27/02/2025,81607464923,Cartao,4324.0,Pendente,App,Rio de Janeiro,Julia
653,2025/02/01,28562223276,Financiamento,6599.0,Pendente,Agencia,Salvador,Marcos
654,2025/01/06,20303871925,Financiamento,1821.0,Aprovado,App,Sao Paulo,Marcos
655,02/01/2025,36586975676,Cartao,15212.0,Pendente,Agencia,Porto Alegre,Julia
656,2025/02/11,67724505853,Emprestimo,2936.0,Aprovado,Web,Rio de Janeiro,Lucas
657,2025-01-10,53077687749,Cartao,,Aprovado,App,Campinas,Lucas
658,2025/02/17,35668778941,Emprestimo,54602.0,Negado,Agencia,Curitiba,Carlos
659,2025-02-16,91690516271,Cartao,96547.0,Pendente,Web,Belo Horizonte,Julia
660,2025-02-09,16245781580,Financiamento,614.0,Negado,App,Curitiba,Fernanda
661,2025/02/17,98917038360,Emprestimo,72592.0,Pendente,Web,Porto Alegre,Ana
662,2025-01-04,35333820509,Cartao,16762.0,Negado,App,Rio de Janeiro,Lucas
663,04/01/2025,25255159611,Cartao,19370.0,Pendente,Agencia,Recife,Ana
664,12/01/2025,27342851788,Financiamento,,Negado,Agencia,Salvador,Marcos
665,03/01/2025,43758491869,Cartao,81365.0,Pendente,Web,Curitiba,Julia
666,2025/02/26,88686628225,Emprestimo,70571.0,Negado,Web,Recife,Fernanda
667,01/02/2025,60485602908,Emprestimo,,Aprovado,Agencia,Sao Paulo,Ana
668,25/02/2025,17063233895,Cartao,44429.0,Aprovado,App,Salvador,Julia
669,2025-02-06,64619425018,Cartao,4794.0,Negado,Web,Sao Paulo,Marcos
670,2025/01/27,81295630159,Financiamento,40189.0,Negado,App,Porto Alegre,Marcos
671,2025/01/12,38268549976,Financiamento,6601.0,Negado,Agencia,Campinas,Lucas
672,2025/02/12,84136083735,Emprestimo,,Negado,App,Sao Paulo,Ana
673,2025/01/27,71566163046,Cartao,8187.0,Negado,App,Fortaleza,Ana
674,04/02/2025,48417421493,Financiamento,38350.0,Aprovado,Agencia,Curitiba,Ana
675,2025-01-03,93237045180,Financiamento,,Pendente,Web,Salvador,Carlos
676,2025/01/09,45266813023,Cartao,6030.0,Aprovado,Agencia,Salvador,Julia
677,10/02/2025,48088088183,Emprestimo,,Negado,Agencia,Recife,Lucas
678,2025/01/20,18331067651,Financiamento,55671.0,Pendente,App,Rio de Janeiro,Ana
679,2025/02/22,39623662993,Financiamento,12139.0,Pendente,Agencia,Porto Alegre,Fernanda
680,2025-01-01,31956667872,Financiamento,63275.0,Pendente,Agencia,Rio de Janeiro,Marcos
681,2025-01-27,35944302360,Financiamento,85536.0,Aprovado,Agencia,Goiania,Ana
682,2025/01/27,55599388962,Financiamento,5341.0,Negado,App,Salvador,Fernanda
683,2025/01/15,76335114061,Emprestimo,11901.0,Negado,Agencia,Salvador,Julia
684,2025/01/04,34748696789,Financiamento,13534.0,Negado,Web,Belo Horizonte,Fernanda
685,13/02/2025,67522199179,Emprestimo,66739.0,Negado,Web,Rio de Janeiro,Lucas
686,2025/01/21,98848703289,Emprestimo,14986.0,Pendente,Web,Recife,Julia
687,17/01/2025,72703563973,Financiamento,101013.0,Negado,App,Salvador,Julia
688,2025-02-15,32993242644,Financiamento,,Pendente,Web,Porto Alegre,Marcos
689,2025-02-26,20323253962,Cartao,,Pendente,Agencia,Goiania,Ana
690,08/02/2025,59168498416,Financiamento,,Negado,App,Goiania,Julia
691,2025-02-27,62842459961,Cartao,21342.0,Pendente,Agencia,Belo Horizonte,Ana
692,2025-02-09,82176236449,Financiamento,40416.0,Aprovado,Web,Curitiba,Julia
693,18/01/2025,11524986920,Emprestimo,15644.0,Pendente,Agencia,Recife,Carlos
694,2025-02-10,25032975149,Cartao,,Negado,Agencia,Belo Horizonte,Fernanda
695,2025/01/14,59483670029,Cartao,112501.0,Pendente,Agencia,Porto Alegre,Ana
696,2025-01-10,35164375282,Emprestimo,94059.0,Negado,Web,Belo Horizonte,Julia
697,2025/02/14,69271959744,Financiamento,37062.0,Pendente,App,Fortaleza,Marcos
698,2025-01-02,79688500854,Financiamento,27642.0,Pendente,App,Porto Alegre,Lucas
699,17/01/2025,74681116333,Financiamento,,Negado,Web,Campinas,Ana
700,13/02/2025,70390562566,Cartao,,Aprovado,Agencia,Rio de Janeiro,Julia
701,28/02/2025,83472344232,Financiamento,16370.0,Aprovado,App,Curitiba,Julia
702,2025/01/14,92498743371,Cartao,81896.0,Pendente,App,Sao Paulo,Fernanda
703,2025/01/17,80123029473,Financiamento,,Negado,App,Curitiba,Fernanda
704,2025/01/02,60704373442,Cartao,52680.0,Negado,App,Campinas,Julia
705,2025-01-24,10409271221,Emprestimo,65785.0,Negado,Agencia,Recife,Carlos
706,2025/01/15,71134292622,Emprestimo,65994.0,Negado,Web,Recife,Julia
707,30/01/2025,71904467628,Emprestimo,,Pendente,App,Recife,Fernanda
708,2025/02/10,74380468698,Emprestimo,3208.0,Negado,App,Campinas,Ana
709,2025/01/12,39393995361,Emprestimo,,Pendente,Web,Salvador,Carlos
710,2025/01/29,83478877965,Emprestimo,87210.0,Negado,App,Belo Horizonte,Julia
711,19/01/2025,81191498010,Emprestimo,83856.0,Pendente,Agencia,Campinas,Carlos
712,2025/01/18,70631405758,Emprestimo,,Aprovado,App,Curitiba,Fernanda
713,2025-02-15,91303360611,Financiamento,18033.0,Pendente,App,Recife,Julia
714,2025/01/10,43465371239,Emprestimo,60264.0,Negado,Web,Rio de Janeiro,Marcos
715,06/01/2025,50600088815,Cartao,,Pendente,App,Salvador,Fernanda
716,2025-02-05,44648677010,Emprestimo,,Negado,App,Sao Paulo,Lucas
717,17/01/2025,56359008259,Financiamento,104163.0,Pendente,Web,Rio de Janeiro,Fernanda
718,2025/02/10,17422222357,Emprestimo,19361.0,Aprovado,Agencia,Sao Paulo,Carlos
719,28/02/2025,53243999487,Emprestimo,43896.0,Negado,Web,Salvador,Carlos
720,2025/01/18,22904349909,Emprestimo,49617.0,Negado,App,Curitiba,Julia
721,2025/02/03,20879808450,Financiamento,115866.0,Aprovado,Agencia,Fortaleza,Lucas
722,2025-02-27,44193794062,Financiamento,88394.0,Negado,Agencia,Porto Alegre,Fernanda
723,16/02/2025,65174168029,Emprestimo,29575.0,Aprovado,Web,Campinas,Ana
724,2025/02/07,35446585811,Emprestimo,28712.0,Pendente,Web,Recife,Ana
725,2025-02-13,80952847176,Financiamento,12628.0,Negado,Web,Belo Horizonte,Lucas
726,09/02/2025,90579712592,Emprestimo,3132.0,Aprovado,Agencia,Fortaleza,Ana
727,2025-01-24,23806708685,Financiamento,18598.0,Aprovado,Web,Campinas,Carlos
728,2025-02-07,36999514629,Emprestimo,,Negado,App,Rio de Janeiro,Lucas
729,02/01/2025,82174511513,Emprestimo,117545.0,Pendente,Agencia,Goiania,Ana
730,2025-02-04,62503369110,Financiamento,,Pendente,Agencia,Goiania,Carlos
731,05/02/2025,27216156734,Cartao,,Negado,Agencia,Campinas,Fernanda
732,2025-01-14,36257841608,Emprestimo,16495.0,Pendente,App,Salvador,Ana
733,2025/01/06,81292509829,Emprestimo,107975.0,Aprovado,Agencia,Salvador,Julia
734,28/01/2025,92692781531,Cartao,12974.0,Pendente,Agencia,Recife,Lucas
735,2025/02/07,68092181941,Financiamento,7612.0,Negado,Agencia,Curitiba,Carlos
736,22/01/2025,26566389661,Emprestimo,114926.0,Aprovado,App,Recife,Marcos
737,2025-01-10,21584748521,Cartao,11437.0,Aprovado,Web,Campinas,Julia
738,2025/02/21,51705863178,Cartao,,Aprovado,Agencia,Salvador,Marcos
739,2025/02/27,99936107475,Emprestimo,74559.0,Negado,Web,Belo Horizonte,Marcos
740,2025-02-08,10535305279,Cartao,,Aprovado,Web,Fortaleza,Julia
741,14/02/2025,89519543528,Cartao,6080.0,Negado,Web,Campinas,Ana
742,2025/01/01,71585282662,Financiamento,57807.0,Pendente,Agencia,Porto Alegre,Ana
743,2025-02-06,30068654917,Cartao,79663.0,Negado,Web,Sao Paulo,Julia
744,01/03/2025,84324199820,Emprestimo,,Pendente,Web,Goiania,Carlos
745,2025/02/19,97002416150,Cartao,66735.0,Aprovado,App,Goiania,Julia
746,2025-02-27,29770601113,Financiamento,14011.0,Pendente,Web,Salvador,Ana
747,2025/01/11,65820169612,Cartao,17902.0,Negado,Agencia,Fortaleza,Ana
748,29/01/2025,13411020762,Cartao,3698.0,Negado,Web,Recife,Carlos
749,2025/02/06,65969321573,Cartao,11432.0,Pendente,Web,Goiania,Julia
750,2025-01-24,80311868629,Cartao,78128.0,Aprovado,Agencia,Rio de Janeiro,Marcos
751,27/02/2025,51706003177,Cartao,12180.0,Negado,Agencia,Fortaleza,Lucas
752,2025/01/01,44782181796,Cartao,,Pendente,Agencia,Salvador,Julia
753,2025-02-04,24881626788,Cartao,12054.0,Aprovado,Web,Rio de Janeiro,Lucas
754,31/01/2025,36535873746,Emprestimo,4776.0,Pendente,Agencia,Curitiba,Julia
755,08/02/2025,41294426198,Emprestimo,10435.0,Pendente,Agencia,Salvador,Julia
756,2025/01/09,94936714166,Financiamento,105921.0,Pendente,Web,Campinas,Ana
757,2025/02/06,35977536938,Emprestimo,8565.0,Negado,App,Porto Alegre,Julia
758,24/01/2025,98867909702,Financiamento,,Aprovado,App,Goiania,Julia
759,2025/02/01,48812938311,Cartao,58100.0,Pendente,App,Fortaleza,Marcos
760,2025-01-14,85332306748,Emprestimo,15789.0,Negado,Agencia,Campinas,Julia
761,2025-01-02,44114851328,Emprestimo,91355.0,Aprovado,Web,Curitiba,Ana
762,26/01/2025,71285502937,Financiamento,88107.0,Negado,Web,Campinas,Marcos
763,2025/02/06,57395465232,Financiamento,59257.0,Pendente,App,Fortaleza,Carlos
764,07/02/2025,59029797063,Financiamento,,Negado,App,Recife,Fernanda
765,2025-02-27,86902686487,Cartao,33866.0,Aprovado,App,Recife,Julia
766,2025-02-17,73272713266,Financiamento,12291.0,Aprovado,Agencia,Goiania,Lucas
767,27/02/2025,66195760962,Cartao,4219.0,Pendente,App,Fortaleza,Lucas
768,2025/02/06,75471540294,Emprestimo,13159.0,Negado,Agencia,Porto Alegre,Fernanda
769,2025/01/25,10999581982,Emprestimo,,Negado,Web,Goiania,Fernanda
770,2025-01-27,44609946851,Financiamento,11842.0,Pendente,Web,Fortaleza,Lucas
771,2025/02/17,18908653083,Cartao,,Negado,Agencia,Porto Alegre,Marcos
772,2025-01-24,93146570912,Emprestimo,,Negado,App,Sao Paulo,Marcos
773,10/01/2025,32811776648,Financiamento,,Pendente,Agencia,Goiania,Lucas
774,18/01/2025,51374096929,Financiamento,37406.0,Negado,App,Campinas,Fernanda
775,2025/02/07,87086238596,Financiamento,11350.0,Negado,Agencia,Curitiba,Fernanda
776,2025-01-26,62115035639,Emprestimo,9684.0,Negado,Agencia,Recife,Julia
777,2025/02/28,53087746423,Financiamento,6800.0,Aprovado,Agencia,Fortaleza,Julia
778,2025/01/20,18483816027,Emprestimo,18495.0,Pendente,Web,Sao Paulo,Carlos
779,2025-02-15,48228642463,Cartao,67345.0,Pendente,Agencia,Curitiba,Lucas
780,2025/01/12,91605743969,Cartao,71233.0,Pendente,App,Fortaleza,Marcos
781,2025-01-30,17990126568,Emprestimo,30871.0,Aprovado,Agencia,Sao Paulo,Marcos
782,20/01/2025,31560789067,Emprestimo,,Negado,Agencia,Goiania,Lucas
783,2025/01/29,69480892499,Emprestimo,61972.0,Aprovado,App,Porto Alegre,Marcos
784,2025/02/17,39003198137,Financiamento,10732.0,Pendente,Agencia,Belo Horizonte,Marcos
785,18/02/2025,27049673153,Cartao,,Pendente,Web,Rio de Janeiro,Fernanda
786,2025/01/17,71619607398,Cartao,,Aprovado,App,Rio de Janeiro,Marcos
787,2025-02-16,71089318942,Financiamento,89166.0,Negado,Web,Sao Paulo,Julia
788,2025-02-10,58546765294,Emprestimo,3487.0,Negado,Web,Rio de Janeiro,Fernanda
789,2025-01-13,40925600269,Cartao,,Aprovado,Agencia,Sao Paulo,Lucas
790,02/01/2025,23487708841,Cartao,,Pendente,App,Campinas,Ana
791,2025/02/12,81059262696,Financiamento,8117.0,Negado,Web,Sao Paulo,Carlos
792,2025/02/16,92864287112,Cartao,107094.0,Negado,Web,Rio de Janeiro,Marcos
793,10/01/2025,26064018418,Emprestimo,3595.0,Aprovado,App,Porto Alegre,Carlos
794,2025-01-26,43703573655,Cartao,13332.0,Aprovado,Web,Rio de Janeiro,Lucas
795,2025/01/04,66413978619,Financiamento,,Aprovado,Agencia,Sao Paulo,Lucas
796,2025/01/09,48681490303,Emprestimo,,Aprovado,Agencia,Curitiba,Carlos
797,2025-02-18,54584074636,Cartao,61556.0,Aprovado,App,Belo Horizonte,Carlos
798,28/02/2025,19517136397,Financiamento,6759.0,Aprovado,Agencia,Salvador,Ana
799,2025-01-05,72875813634,Financiamento,79689.0,Pendente,Web,Belo Horizonte,Marcos
800,02/03/2025,91656347310,Cartao,9678.0,Negado,App,Rio de Janeiro,Ana
801,27/01/2025,26255109605,Financiamento,60035.0,Negado,Web,Belo Horizonte,Ana
802,2025-03-02,35059287885,Financiamento,53057.0,Negado,App,Recife,Julia
803,31/01/2025,80745512660,Cartao,110825.0,Negado,Agencia,Fortaleza,Marcos
804,2025-01-16,64074661025,Cartao,15074.0,Pendente,App,Rio de Janeiro,Carlos
805,2025-01-11,35972154000,Emprestimo,,Negado,Web,Fortaleza,Fernanda
806,2025-02-25,56623599917,Financiamento,1561.0,Pendente,Agencia,Fortaleza,Julia
807,16/02/2025,73898214617,Emprestimo,,Aprovado,App,Salvador,Carlos
808,11/02/2025,26272202913,Financiamento,5145.0,Negado,App,Sao Paulo,Julia
809,2025-01-29,24255952439,Financiamento,43715.0,Aprovado,App,Goiania,Carlos
810,21/02/2025,18288593509,Financiamento,9305.0,Pendente,App,Rio de Janeiro,Lucas
811,30/01/2025,42968049775,Cartao,56148.0,Pendente,App,Rio de Janeiro,Marcos
812,24/02/2025,38781058411,Financiamento,35225.0,Negado,Agencia,Belo Horizonte,Fernanda
813,2025-02-11,31275983564,Financiamento,69437.0,Negado,Agencia,Goiania,Marcos
814,2025-01-08,28211974041,Emprestimo,941.0,Aprovado,Web,Goiania,Lucas
815,2025/01/20,24487146681,Financiamento,,Aprovado,Web,Goiania,Marcos
816,07/01/2025,10929349806,Financiamento,114206.0,Negado,App,Recife,Marcos
817,2025/01/15,66654678140,Financiamento,59874.0,Aprovado,Web,Sao Paulo,Carlos
818,24/02/2025,99521394485,Cartao,4305.0,Pendente,Web,Recife,Fernanda
819,2025/02/25,54468804204,Financiamento,,Pendente,App,Curitiba,Lucas
820,29/01/2025,25035482653,Emprestimo,,Pendente,Web,Belo Horizonte,Ana
821,2025/01/11,10458528340,Emprestimo,,Aprovado,Web,Recife,Ana
822,2025/02/03,36530187196,Financiamento,1559.0,Pendente,Agencia,Porto Alegre,Marcos
823,2025-03-02,34121900845,Emprestimo,750.0,Negado,Web,Rio de Janeiro,Carlos
824,2025/03/02,15984617306,Emprestimo,,Aprovado,Agencia,Goiania,Carlos
825,2025-02-22,90598810064,Financiamento,68809.0,Pendente,Web,Belo Horizonte,Julia
826,2025-01-31,17633067784,Cartao,,Aprovado,Agencia,Curitiba,Lucas
827,2025-01-20,21980452004,Emprestimo,8728.0,Aprovado,Agencia,Sao Paulo,Ana
828,03/02/2025,83204576539,Emprestimo,,Pendente,Web,Fortaleza,Carlos
829,07/01/2025,87338874301,Emprestimo,60480.0,Pendente,App,Curitiba,Julia
830,06/02/2025,30134574627,Emprestimo,84468.0,Negado,App,Belo Horizonte,Fernanda
831,07/01/2025,37659614875,Financiamento,,Aprovado,Agencia,Porto Alegre,Ana
832,11/02/2025,91458368905,Emprestimo,9575.0,Negado,App,Curitiba,Marcos
833,2025-01-11,46211245604,Emprestimo,90465.0,Negado,Web,Goiania,Ana
834,04/01/2025,81349667111,Emprestimo,,Negado,Agencia,Goiania,Marcos
835,2025-01-23,88900244249,Cartao,17632.0,Negado,App,Rio de Janeiro,Fernanda
836,16/01/2025,10689964070,Cartao,14937.0,Negado,Web,Goiania,Ana
837,2025/02/15,22251474923,Emprestimo,95734.0,Pendente,Agencia,Goiania,Lucas
838,2025/02/09,85996165084,Cartao,19644.0,Pendente,Web,Fortaleza,Marcos
839,04/01/2025,83918772863,Emprestimo,,Aprovado,App,Sao Paulo,Carlos
840,2025/02/21,45436613603,Financiamento,21723.0,Aprovado,App,Rio de Janeiro,Carlos
841,2025/01/28,33458650263,Financiamento,46712.0,Negado,Agencia,Sao Paulo,Ana
842,2025-02-22,65049666122,Cartao,7329.0,Pendente,Agencia,Curitiba,Fernanda
843,2025-01-28,57635866051,Emprestimo,15740.0,Aprovado,App,Rio de Janeiro,Fernanda
844,2025/01/25,78429623498,Emprestimo,,Aprovado,Web,Fortaleza,Julia
845,21/01/2025,99687792209,Emprestimo,115728.0,Pendente,Agencia,Goiania,Carlos
846,15/02/2025,68564771192,Financiamento,3581.0,Aprovado,App,Recife,Marcos
847,2025-01-13,16414194238,Emprestimo,9290.0,Aprovado,Web,Goiania,Ana
848,2025-01-08,74811232947,Financiamento,23101.0,Aprovado,Web,Sao Paulo,Ana
849,2025-02-14,57107385668,Financiamento,14280.0,Aprovado,Agencia,Curitiba,Julia
850,2025/02/26,90499726452,Cartao,70123.0,Negado,Web,Sao Paulo,Fernanda
851,06/01/2025,96980200603,Cartao,,Negado,Web,Porto Alegre,Marcos
852,2025-01-30,33935823997,Emprestimo,79718.0,Aprovado,Web,Curitiba,Carlos
853,20/02/2025,15852581908,Emprestimo,,Negado,Agencia,Sao Paulo,Fernanda
854,2025/02/22,88021232604,Cartao,,Pendente,Web,Porto Alegre,Marcos
855,2025/02/19,42255518399,Financiamento,85215.0,Aprovado,Web,Salvador,Lucas
856,2025-03-01,78514831496,Financiamento,73544.0,Pendente,Agencia,Rio de Janeiro,Lucas
857,2025-01-18,55953498620,Cartao,,Pendente,App,Porto Alegre,Ana
858,2025/01/01,57980586998,Financiamento,,Pendente,App,Sao Paulo,Fernanda
859,2025-01-19,87327949414,Cartao,18331.0,Aprovado,App,Campinas,Marcos
860,2025/02/08,65938003302,Financiamento,78239.0,Aprovado,Web,Recife,Lucas
861,2025/02/08,87882937354,Financiamento,26272.0,Pendente,Agencia,Curitiba,Fernanda
862,2025-01-22,25389548661,Cartao,7434.0,Pendente,Web,Belo Horizonte,Marcos
863,19/02/2025,49582756623,Emprestimo,10867.0,Pendente,App,Porto Alegre,Lucas
864,2025-02-05,43916527186,Emprestimo,103961.0,Negado,Agencia,Rio de Janeiro,Carlos
865,2025/01/14,36598391162,Emprestimo,7731.0,Negado,Agencia,Campinas,Lucas
866,02/03/2025,55267176539,Cartao,119846.0,Negado,App,Sao Paulo,Julia
867,2025-02-20,89211272373,Financiamento,51345.0,Negado,Web,Belo Horizonte,Marcos
868,17/02/2025,74258482739,Financiamento,,Aprovado,Agencia,Campinas,Julia
869,05/02/2025,11345517724,Financiamento,,Aprovado,App,Fortaleza,Julia
870,2025-01-10,18435891377,Cartao,114323.0,Pendente,App,Goiania,Ana
871,11/01/2025,23439682571,Financiamento,10962.0,Aprovado,App,Recife,Lucas
872,02/02/2025,81872866815,Cartao,15760.0,Aprovado,App,Salvador,Marcos
873,2025/02/06,66217435629,Financiamento,27470.0,Negado,App,Curitiba,Julia
874,14/02/2025,43570070967,Cartao,43083.0,Pendente,App,Recife,Lucas
875,26/01/2025,19052902763,Financiamento,40754.0,Negado,Web,Rio de Janeiro,Ana
876,2025/01/25,72616670922,Emprestimo,30804.0,Pendente,App,Goiania,Ana
877,2025/02/27,17389474526,Emprestimo,85779.0,Negado,Agencia,Salvador,Fernanda
878,2025/01/12,17193793467,Emprestimo,13318.0,Pendente,Agencia,Recife,Julia
879,2025-02-10,56622976185,Emprestimo,34746.0,Pendente,App,Recife,Julia
880,19/01/2025,40454551569,Financiamento,36317.0,Negado,Agencia,Salvador,Lucas
881,2025/02/26,49666808097,Cartao,15086.0,Negado,App,Belo Horizonte,Ana
882,2025-01-15,74635065480,Financiamento,11489.0,Pendente,Web,Recife,Ana
883,2025-01-19,32998602898,Emprestimo,,Aprovado,Web,Sao Paulo,Lucas
884,2025-02-03,10844047283,Cartao,,Aprovado,App,Sao Paulo,Lucas
885,13/01/2025,55543649655,Emprestimo,2913.0,Negado,Agencia,Goiania,Julia
886,02/03/2025,60308461336,Cartao,10508.0,Pendente,Web,Belo Horizonte,Carlos
887,19/02/2025,98553003736,Emprestimo,,Pendente,App,Sao Paulo,Julia
888,09/02/2025,24642709428,Financiamento,,Pendente,Web,Goiania,Marcos
889,2025-02-10,25465508628,Financiamento,,Pendente,App,Recife,Fernanda
890,16/02/2025,94358389546,Financiamento,5506.0,Negado,Web,Sao Paulo,Fernanda
891,2025/02/13,95119230724,Emprestimo,92643.0,Aprovado,Agencia,Campinas,Carlos
892,2025/02/12,34836456228,Financiamento,4795.0,Aprovado,Web,Curitiba,Fernanda
893,2025-01-26,80234023680,Emprestimo,,Aprovado,Agencia,Goiania,Fernanda
894,27/01/2025,58365477993,Cartao,58607.0,Pendente,App,Rio de Janeiro,Lucas
895,2025-02-04,41612599842,Cartao,110929.0,Pendente,Agencia,Fortaleza,Julia
896,2025/02/11,57264302188,Emprestimo,13832.0,Aprovado,App,Curitiba,Carlos
897,22/01/2025,95112545375,Financiamento,74584.0,Pendente,Agencia,Recife,Fernanda
898,2025/02/28,95327125278,Cartao,9007.0,Negado,Web,Belo Horizonte,Carlos
899,2025/01/14,71267015513,Cartao,76970.0,Aprovado,Agencia,Recife,Lucas
900,2025-02-10,35981920157,Cartao,4085.0,Aprovado,Web,Recife,Lucas
901,2025/02/14,87795168656,Emprestimo,116473.0,Aprovado,App,Recife,Lucas
902,2025-02-26,66696974051,Cartao,,Pendente,Agencia,Rio de Janeiro,Julia
903,30/01/2025,54973805411,Emprestimo,57877.0,Aprovado,Web,Curitiba,Lucas
904,2025-01-26,86441718507,Emprestimo,15944.0,Aprovado,Agencia,Campinas,Lucas
905,2025-03-01,53188089890,Financiamento,2702.0,Aprovado,App,Curitiba,Ana
906,2025-02-12,10760236946,Cartao,,Negado,Web,Salvador,Ana
907,2025/02/04,28293810187,Emprestimo,16562.0,Negado,App,Fortaleza,Lucas
908,25/01/2025,51019635069,Cartao,,Aprovado,Agencia,Belo Horizonte,Marcos
909,2025-02-03,54318391306,Cartao,,Negado,App,Salvador,Marcos
910,2025-01-02,12091425549,Emprestimo,19233.0,Negado,App,Sao Paulo,Julia
911,2025-01-29,52218758304,Financiamento,84517.0,Negado,Web,Porto Alegre,Ana
912,2025-01-18,30961900528,Cartao,,Aprovado,Web,Belo Horizonte,Marcos
913,2025/01/05,63474032590,Emprestimo,,Pendente,Agencia,Salvador,Julia
914,2025/03/01,56331636684,Emprestimo,19366.0,Pendente,Web,Fortaleza,Marcos
915,2025/01/16,50484036988,Financiamento,,Aprovado,Agencia,Salvador,Marcos
916,20/02/2025,52265710653,Financiamento,,Negado,App,Porto Alegre,Julia
917,2025/02/19,83594818701,Emprestimo,83205.0,Pendente,Web,Salvador,Marcos
918,14/02/2025,14008559099,Cartao,65115.0,Pendente,Web,Fortaleza,Lucas
919,2025-02-22,72197401799,Cartao,,Negado,App,Recife,Lucas
920,2025-02-14,13532663902,Cartao,,Pendente,App,Campinas,Ana
921,09/02/2025,59135955431,Emprestimo,5914.0,Aprovado,App,Belo Horizonte,Fernanda
922,2025/02/16,95658111078,Emprestimo,16343.0,Aprovado,Agencia,Fortaleza,Ana
923,2025/01/24,99282985969,Financiamento,82002.0,Aprovado,Web,Fortaleza,Julia
924,2025/01/02,90353893797,Emprestimo,,Negado,Web,Belo Horizonte,Lucas
925,2025-01-08,69065689501,Financiamento,90277.0,Aprovado,Agencia,Curitiba,Marcos
926,2025-01-17,46651954907,Emprestimo,70024.0,Pendente,Web,Rio de Janeiro,Lucas
927,2025-02-14,64441151472,Cartao,3977.0,Pendente,App,Fortaleza,Ana
928,16/01/2025,18204025664,Emprestimo,54352.0,Aprovado,App,Curitiba,Marcos
929,14/01/2025,50365533134,Emprestimo,2748.0,Pendente,Web,Belo Horizonte,Julia
930,2025/01/03,98366113218,Emprestimo,,Negado,Agencia,Sao Paulo,Carlos
931,11/02/2025,53473393566,Cartao,36649.0,Aprovado,App,Salvador,Fernanda
932,2025-02-05,57663288332,Cartao,55396.0,Negado,Web,Goiania,Carlos
933,2025/01/07,78994640580,Cartao,65989.0,Pendente,App,Sao Paulo,Lucas
934,01/03/2025,30330483150,Cartao,,Aprovado,App,Porto Alegre,Julia
935,2025/02/04,24856648358,Cartao,67607.0,Pendente,App,Sao Paulo,Ana
936,2025/02/20,64484095686,Emprestimo,3079.0,Negado,Web,Rio de Janeiro,Ana
937,2025-01-14,13753062359,Cartao,10432.0,Negado,Web,Belo Horizonte,Fernanda
938,2025-02-06,88478714359,Emprestimo,18681.0,Pendente,Agencia,Salvador,Carlos
939,09/02/2025,35047072511,Emprestimo,5121.0,Aprovado,App,Rio de Janeiro,Fernanda
940,2025-01-22,19218816604,Emprestimo,,Aprovado,Web,Belo Horizonte,Marcos
941,2025/01/11,24226542138,Financiamento,4913.0,Pendente,App,Fortaleza,Fernanda
942,2025/01/21,25113445376,Cartao,,Aprovado,App,Curitiba,Carlos
943,2025/02/01,17783669033,Emprestimo,7128.0,Pendente,Agencia,Fortaleza,Carlos
944,30/01/2025,35360490311,Cartao,58763.0,Negado,Agencia,Goiania,Fernanda
945,22/02/2025,48661669492,Emprestimo,92421.0,Negado,Agencia,Fortaleza,Ana
946,2025-02-20,54878468247,Financiamento,17936.0,Pendente,App,Salvador,Ana
947,2025/01/15,57320980230,Emprestimo,,Aprovado,App,Fortaleza,Carlos
948,2025-01-01,68669521794,Financiamento,,Aprovado,Web,Fortaleza,Fernanda
949,11/01/2025,85912701744,Emprestimo,16537.0,Negado,App,Curitiba,Marcos
950,2025/02/28,67035783051,Financiamento,78150.0,Aprovado,Web,Salvador,Lucas
951,2025/01/04,41972839370,Cartao,2720.0,Negado,App,Salvador,Marcos
952,2025/02/16,43377633983,Emprestimo,4547.0,Pendente,App,Sao Paulo,Lucas
953,2025/02/04,45408804985,Financiamento,,Negado,Web,Campinas,Ana
954,24/01/2025,50835926148,Cartao,,Aprovado,App,Salvador,Marcos
955,2025/01/17,24570316950,Cartao,18814.0,Negado,App,Campinas,Julia
956,2025/01/21,96470084767,Financiamento,13068.0,Aprovado,App,Salvador,Marcos
957,2025-02-27,16112650600,Cartao,112836.0,Aprovado,App,Rio de Janeiro,Ana
958,2025-03-02,76081703310,Cartao,39708.0,Negado,Agencia,Curitiba,Marcos
959,2025/02/15,83581904999,Emprestimo,14782.0,Aprovado,Agencia,Recife,Julia
960,07/02/2025,85379982232,Cartao,,Pendente,Agencia,Sao Paulo,Carlos
